addressId-street_segId,location
904354-1773,14TH ST AND Q ST NW
906268-2921,MORRIS AT MLK JR AVE SE
33427-8549,3530 18TH ST SE
903949-3978,5TH & N ST NW
805449-4677,301 14 ST SW
263559-972,3800 CATHEDRAL AVE NW
812317-10579,300 BLK FLORIDA AVE NE
903889-3833,S/B 49TH ST AT CENTRAL AVE NE
149655-4252,4400 TEXAS AVE SE
900011-937,27TH ST NW @ VIRGINIA AVE NW
234979-5006,2200 KALORAMA RD NW
801928-2084,2900 WISCONSIN AVE NW
288859-3122,700 12TH ST SE
905327-7213,FIRST & NEW JERSEY AVE NW
290108-2769,2700 BLK WADE ROAD SE NE/B
240934-12182,1201 F ST NW
303262-657,40 MASSACHUSETTS AVE NE
264649-1917,5300 41ST ST NW
814327-12343,1000 19TH ST NW
810318-8838,200 13TH ST NE
904722-1262,40TH & WISCONSIN AVE NW
28358-2185,4000 22ND ST NE
308028-2863,4400 BROAD BRANCH RD NW
903288-50,FL @ MA AVE NW
910798-4253,7TH & INDIANA AVE NW
803314-2805,6800 16TH ST NW
240271-,1420 K ST NW FRONT E/B
220634-4561,3700 BLK CONN AVE NW
224274-7885,3900 TUNLAW RD NW
903061-4882,FT DUPONT @ FT DAVIS DR SE
24631-11897,4248 6TH ST SE
905158-869,1ST & H ST NW
904315-1294,14TH & BELMONT ST NW
912869-4361,22ND & K ST NW
300771-8575,1947 14TH ST NW
288957-9780,800 12TH ST NE
28525-6500,400 13TH ST NE
7711-10823,5600 2ND ST NE
807008-6007,200 2ND ST NE
900235-308,17TH & GALES PL NE
900858-119,20TH ST NE @ PERRY ST NE
302384-9137,1914 14TH ST NW FRONT S/B
803569-3064,4100 ALBERMARLE ST NW
813832-11918,3700 NEW HAMP AVE NW
808502-7275,800 E ST SE
801204-1017,400 BLK PARK RD NW
805850-5005,3300 WATER ST NW
266068-1666,4226 FESSENDEN ST NW
225143-3022,1300 SHEPARD ST NW
811375-9749,1900 BLK INDEPENDANCE AVE SE
62547-4973,1500 FORT DUPONT ST SE
279450-11466,1901 WISCONSIN AVE NW
810780-9239,2600 Q ST SE
53084-5849,200 BRYANT ST NE
302316-10956,5500 COLORADO AVE NW
906971-6280,COLORADO AVE N/B @ MONTAGUE ST NW
804027-3419,2300 NAYLOR RD SE
806627-5688,400 4 ST NW
900898-157,49TH ST NW @ QUEBEC ST NW
815120-13037,2800 30TH ST NE
800455-382,300 ATLANTIC ST SE
285130-7588,5200 NORTH CAPITOL ST NW
901449-1628,13TH @ MONROE ST NE
913132-5593,OHIO DR NW @ LINCOLN MEMORIAL CIR *
812736-10948,2400 CALVERT ST NW
811545-9908,400 18TH ST S/B NW
278227-10906,2700 BLK JASPER ST SE
900115-5526,MACARTHUR BLVD & Q ST NW
905777-5445,37TH @ S ST NW
903752-3359,W ST & 31ST ST SE
285868-10098,1121 H ST NE
811730-10063,61 I ST NW
274697-2687,4336 GARRISON ST NW
243479-7711,5764 GEORGIA AVE NW
242033-,1627 K ST NW
902899-2368,MASSACHUSETTS AVE NW @ CATHEDRAL A*
56130-10779,1800 ADAMS ST NE
903214-1286,45TH ST NE @ BLAINE ST NE
900342-703,11TH ST AND R ST NW
293211-1955,1600 PENNSYLVANIA AVE NW
76130-238,1000 CONSTITUTION AVE NE
256008-2537,5700 16TH ST NW
800881-751,4200 EASTERN AVE NE
807021-6018,1700 GOOD HOPE RD SE
226568-3004,1325 18TH ST NW
61627-11868,1519 1ST ST SW
222970-3811,4319 WISCONSIN AVE NW
904721-3120,1ST ST NW @ U ST NW
257260-5068,1344 IRIS ST NW
814530-12525,4100 13 ST NW
810356-8875,1800 OTIS ST NE
803862-3162,1200 D ST SW
803859-3159,300 13TH ST SW
13527-2605,5100 HAYES ST NE
815073-12995,3100 EASTERN AVE NE
307573-6463,900 9TH ST NE
906790-4410,3RD ST NE @ CHILLUM PL NE
290650-7816,238 W ST NW
235594-,2469 18TH ST NW
303724-9563,600 MALCOLM X AVE SE
912773-13149,MILITARY RD & BEACH DR NW
280106-7887,700 E ST SE
805610-4810,1800 MARYLAND AVE NE
911342-5541,TILDEN ST NW @ RENO RD NW
804733-4081,1200 22ND ST NW
902398-1082,BARNABY & 9TH ST SE
802869-2355,2100 FLORIDA AVE NW
902280-238,CONSTITUTION AVE NE @ 10TH ST NE
803370-2858,5800 5TH ST NW
805005-4320,1800 CORCORAN ST NE
905090-6299,LINCOLN MEMORIAL CIR NW @ MEMORIAL*
804283-3694,3100 15TH ST NW
269357-500,4900 CHESAPEAKE ST NW
13517-5631,5100 C ST SE
298792-1273,500 23RD ST NW
809218-7891,900 BARNABY ST SE
803378-2866,1400 W ST SE
906064-8777,MYRTLE AVE NE @ CENTRAL AVE NE
232411-11843,907 EUCLID ST NW
808214-7037,1200 34TH ST NW
239964-1833,1424 W ST NW
905784-7911,24TH ST NE @ SOUTH DAKOTA AVE NE
907946-755,ALABAMA AVE AT IRVING ST SE
911493-9491,39TH ST AT GARFIELD ST NW
903639-3559,51ST @ A ST SE
290148-8575,1944 14TH ST NW
38143-5146,3220 12TH ST NE
807621-6538,200 53RD ST NE
248562-4727,5100 KANSAS AVE NW
70755-26,1226 H ST NE
906443-2216,KENNEDY & 1ST ST NW
245884-7754,100 KENNEDY ST NW
904941-2569,19TH & D ST NE
813359-11492,100 C ST NW
902320-1316,36TH ST @ ALTON PL NW
243306-11463,1626 U ST NW
905487-6285,N CAROLINA AVE & FIRST ST SE
902039-797,WARDER ST NW @ PARK RD NW
901545-633,16TH & NEWTON ST NW
28530-8305,400 44TH ST NE
903309-3870,FITCH ST SE @ 51ST ST SE
902295-69,NEW HAMPSHIRE AVE NW @ MONROE ST NW
906632-1852,I ST SE @ 8TH ST SE
226349-11751,815 FLORIDA AVE NW
249815-1528,713 VARNUM ST NW
803267-2712,1000 BLK BUCKEYE DR SW
278361-9904,3235 PENNSYLVANIA AVE SE
810927-9368,1100 OWEN PL NE
913875-4878,RHODE ISLAND AVE @ NORTH CAPT ST NW
805808-4975,700 BLK MORTON ST NW
800448-377,900 15TH ST SE
810159-8693,1000 BLK 4TH ST NE
44741-14593,2801 PENNSYLVANIA AVE SE
806934-5949,4700 C ST SE
903747-3920,11TH AND M ST NW
44894-12074,2800 10TH ST NE
277165-10948,2500 CALVERT ST NW
813850-11932,2470 18TH ST NW
802849-2336,1200 21ST ST NW
238067-1371,1715 15TH ST NW
810390-8906,1914 VERMONT AVE NW
15427-1367,500 G ST SW
10781-1493,5300 CENTRAL AVE SE
900016-4028,N CAPITOL & LOUISIANA AVE NW
900294-652,18TH ST NE @ I ST NE
53295-3953,200 17TH ST NE
803252-2698,200 3RD ST NW
222108-7746,N/B 4905 RENO RD NW
811935-10239,2400 SAVANNAH ST SE
904004-4112,1ST ST NW @ E ST NW
253566-2081,7700 GEORGIA AVE NW
901084-296,FAIRLAWN AVE SE @ 22ND ST SE
904894-5656,2ND @ QUACKENBOS ST NW
906732-3847,CONNECTICUT AVE NW @ INGOMAR ST NW
800794-587,700 BLK 15TH ST NE
904933-7366,CONGRESS ST & ALABAMA AVE SE
802201-1842,300 M ST NW
53306-11149,200 54TH ST SE
38810-3136,3200 BLK MLK AVE SE
811378-9752,700 IRVING ST NW
252953-4746,1219 HAMILTON ST NW
900080-4331,22ND ST NW @ PENNSYLVANIA AVE NW
76070-3566,100 15TH ST NE
149891-668,1300 CHILDRESS ST NE
900462-1464,G ST NW @ 24TH ST NW
902666-484,39TH AND MCKINLEY ST NW
814119-12166,4400 UPTON ST NW
906172-3765,17TH & M ST NE
811725-10058,5700 9TH ST NW
801240-1186,200 MARYLAND AVE SW
49954-5150,2228 15TH ST NE
815925-14200,S/B 2100 CHAMPLAIN ST NW
903331-2889,THOMAS CIR NW @ 14TH ST NW
812542-10777,400 17TH ST NE
902550-1831,SOUTH DAKOTA AVE NE @ VISTA ST NE
904421-4720,N/B 6 & H ST NE
802591-1975,1000 3RD ST SW
902063-1040,OREGON AVE & RITTENHOUSE ST NW
287311-8209,2900 MINNESOTA AVE SE
815932-14196,5300 NANNIE HELEN BURROUGHS AVE NE
289419-12628,1353 C ST SE
904321-5950,LOGAN CR & RI AVE NW
904061-562,W/B WISE RD @ OREGON AVE NW
902048-1027,S/B SOUTH CAPITOL ST @ HOWARD RD SE
904708-5181,1ST ST NW @ V ST NW
810465-8969,1300 E ST SE
908345-8173,WEST VIRGINIA AVE NE @ MONTANA AVE*
294873-13240,1200 INDEPENDENCE AVE SW
815060-12984,600 MISSISSIPPI AVE SE
901297-1547,EASTERN AVE & RITTENHOUSE ST NE
906368-1082,ATLANTIC @ BARNABY ST SE
804943-4265,5700 SOUTHERN AVE SE
304767-7400,490 L ST NW
903623-2619,CHAMPLAIN ST NW @ EUCLID ST NW
805078-4371,800 R ST NW
812693-10914,100 ROCK CREEK CHURCH RD NW
910885-13800,FIRST & POTOMAC AVE S/B SE
807661-6574,200 4TH ST SW
245920-10074,5308 NORTH CAPITOL ST NW
804060-3445,4800 ELLICOT ST NW
813723-11810,3740 S ST NW
901446-1626,HILLCREST DR & W ST SE
149817-4786,1200 EATON RD SE
802010-1611,2700 ARIZONA AVE NW
902944-2441,D ST NE @ DELAWARE AVE NE
907086-5150,15TH ST NE @ ADAMS ST NE
277257-3875,3122 N ST NW
815224-13137,2700 ADAMS MILL RD NW
285985-1549,500 MORSE ST NE
28524-566,400 12TH ST SE
290965-5395,600 ATLANTIC ST SE
155686-4483,600 BLK NORTH CAROLINA AVE SE
262132-1193,3200 BLK TENNYSON ST NW
263190-12042,5700 BLK NEVADA AVE NW
46706-6496,2500 N ST SE
222936-13045,4800 NEBRASKA AVE NW
220573-600,E/B 3100 BRANDYWINE ST NW
9314-5594,5407 NORTH CAPITOL ST NE
299993-12069,901 RHODE ISLAND AVE NE
49829-7345,2230 HUNTER PL SE
241741-10208,1736 MA AVE NW
15645-3025,500 CHESAPEAKE ST SE
812940-11123,2700 K ST NW
800523-445,900 BLK 21ST ST NW
811949-10251,900 42ND ST NE
904815-5459,BLAINE ST NE @ 46TH ST NE
276671-1113,550 C ST SW
912879-4361,WASHINGTON CIR & K ST NW
279893-10411,706 RHODE ISLAND AVE NW
255863-4083,5327 16TH ST NW
901037-286,FRANKLIN ST NE @ 12TH ST NE
313090-3249,300 7TH ST SE
806427-5523,1800 FLORIDA AVE NW
901394-844,INDEPENDENCE AVE SE @ 7TH ST SE
239811-10864,901 MASS AVE NW
225436-4017,1313 FAIRMONT ST NW
155910-4977,1200 CANAL ST SW
903858-2679,EAST CAPITOL ST AT 4TH ST W/B NE
30632-5578,3800 12TH ST NE
906900-764,N CAP & M ST NW
800787-579,1100 19TH ST NW
911346-4137,LINCOLN RD & S ST NE
240266-6649,1400 BLK L ST NW
908220-12101,FORT DR NE @ 2ND ST NE
254127-12384,818 TUCKERMAN ST NW
906324-7286,7TH ST NW @ LONGFELLOW ST NW
307737-1894,900 NEW JERSEY AVE SE
903973-4063,SOUTHERN AVE SE @ CENTRAL AVE SE
904612-1330,1ST ST AND IRVING ST NW
285470-11390,930 FARRAGUT ST NW FRONT SE/B
902448-1668,PENNSYLVANIA AVE @ 10TH ST NW
37164-11670,3300 STANTON RD SE
296345-3294,151 T ST NE
308598-12069,905 RHODE ISLAND AVE NE REAR
907387-3180,INDEP & KENTUCKY AVE SE
151583-2897,200 MALCOLM X AVE SE
217992-,1350 CONNECTICUT AVE NW
801888-1522,200 49TH ST SE
262610-2368,3700 BLK MASSACHUSETTS AVE NW
56400-13209,1766 41ST PL SE
905398-2027,N ST NW @ 8TH ST NW
801154-977,500 SOUTHERN AVE SE
902240-1181,GA AVE & ALLISON ST NW
233495-8038,3202 18TH ST NW
45296-5545,2708 STANTON RD SE
19276-7663,4610 6TH ST SE
906203-2787,12TH AND ALABAMA AVE SE
241834-12453,1630 FLORIDA AVE NW
302317-4927,5500 ILLINOIS AVE N/B NW
258723-8359,4700 16TH ST NW
904094-4305,GEORGIA @ FARRAGUT ST NW
815363-13258,395 7TH ST SW
814618-12601,1200 33 ST NW
911007-8603,16TH ST & WHITTIER PL NW
804654-4012,700 MADISON DR NW
808486-7262,1200 COLUMBIA RD NW
801948-1533,1300 BLK D ST SW
224423-8750,4636 RESERVOIR RD NW
906412-7942,NEBRASKA AND NEVADA AVE NW
299723-9764,4000 ALBEMARLE ST NW
905604-719,9TH @ BELLVUE ST SE
811510-9878,4000 6TH ST SE
46708-945,2500 Q ST SE
813133-11291,2200H ST NW
901572-860,FLORIDA AVE NW @ 21ST ST NW
239178-2831,1015 U ST NW
901332-770,KANSAS AVE NW @ VARNUM ST NW
243287-10004,1300 19TH ST NW
238378-632,800 F ST NW
81877-7821,906 13TH ST SE
801736-1443,2100 16TH ST SE
903771-3947,RHODE ISLAND AVE NW @ CORREGIDOR S*
905994-8644,7TH ST NE @ MICHIGAN AVE NE
904788-5395,6TH @ ATLANTIC ST SE
811836-10150,700 23 ST NW
813663-11760,5300 FITCH ST SE
279827-10335,525 NEW JERSEY AVE NW
812391-10639,1200 46TH ST SE
235401-,2412 18TH ST NW SIDE W/B
809425-8061,5600 13TH ST NW
284831-1211,4100 KANSAS AVE NW
901273-1261,19TH AND M ST NE
900828-95,INDEPENDENCE AVE SW @ 1ST ST SW
811208-9603,200 M ST NW
901151-404,7TH & H ST NE
287762-9904,3212 PENNSYLVANIA AVE SE
903933-3911,NEW JERSEY AVE NW @ G ST NW
67532-12127,1324 MARYLAND AVE NE
243488-4726,1315 PEABODY ST E/B NW
902788-816,PA AVE & 28 ST SE
808075-6917,900 MISSISSIPPI AVE SE
902390-1585,D ST @ MINNISOTA AVE SE
279880-2509,700 12TH ST NW
276553-3651,1500 2ND ST SW
76082-3823,100 55TH ST SE
902239-1181,9TH ST NW @ ALLISON ST NW
905972-8575,14TH ST NW @ WALLACH PL NW
900764-54,HOWARD RD SE @ HIGH ST SE
806664-5716,1600 11TH PL NE
808810-7543,6673 EASTERN AVE NW
815331-13226,1000 SUMNER RD SE
15644-11607,500 C ST NE
802592-1976,N/B 395 S/O 6 ST SE
238253-7219,1400 1 ST NW
279987-13191,920 14TH ST NW
44876-10397,28 FLORIDA AVE NE
265-3309,700 BONINI RD SE
810047-8595,300 SOUTHERN AVE SE
901013-264,COLUMBUS CIR NE @ E ST NE
303938-,2100 N CAPITOL ST NW
902770-1236,EASTERN AVE NE @ MONROE ST NE
42536-7096,3000 FRANKLIN ST NE
224884-8036,900 QUINCY ST NW
295165-2488,900 WESLEY PL SW
908266-4674,SOUTHERN AVE AND H ST SE
907117-727,HAMILTON ST NW @ GEORGIA AVE NW
810981-9414,100 44TH ST NE
230046-4260,222 RHODE ISLAND AVE NW
155820-10589,3700 ELY PL
259834-11739,2701 MILITARY RD NW
226300-11463,1624 U ST NW
265252-9261,3100 44TH ST NW
235624-5366,2307 18TH ST NW
800695-730,2850 V ST NE
906186-444,S/B S DAKOTA AVE @ 8TH ST NE
150225-9947,2000 BLK MARYLAND AVE NE
901548-636,MISSOURI AVE NW @ COLORADO AVE NW
901754-1510,MASSACHUSETTS AVE NW @ BATAAN ST NW
906008-4012,MADISON DR @ 12TH ST NW
901365-489,51ST & D ST SE
813467-11588,1700 SAVANNAH ST SE
225402-1804,1335 14TH ST NW
15456-11860,5000 13TH ST NE
81593-4142,89 GALVESTON ST SW
247897-12720,3900 4TH ST NW
904212-6264,F ST SE @ 53RD ST SE
816359-14849,1400 11 ST SE
152130-12014,4400 FALLS TER SE
289437-13099,1000 5TH ST SE
81214-5058,835 6TH ST NE
81653-2446,900 DIVISION AVE NE
901621-2913,49TH & BROOKS ST NE
804349-3754,2800 16TH ST NE
803617-3110,1600 VARNUM PL NE
28534-489,400 51ST ST SE
62569-8998,1500 POTOMAC AVE SE
901527-538,MINNESOTA AVE @ S ST SE
905197-241,8TH & UPSHUR ST NW
279126-10499,1400 WISCONSIN AVE NW
905338-7235,4TH AT TRENTON ST SE
905533-2970,41ST ST & ALABAMA AVE SE
808839-7568,3900 12TH ST NE
235444-5366,2314 18TH ST NW
53083-11979,200 ATLANTIC ST SE
811278-9664,700 4 ST NW
299038-13561,1856 ALABAMA AVE SE
807814-6700,2000 15TH ST SE
906908-106,COLORADO AVE NW @ LONGFELLOW ST NW
906892-1091,EAST CAPITOL ST AT 19TH ST SE
800585-498,3800 FESSENDEN ST NW
809373-8012,600 JEFFERSON ST NW
907075-3681,ALBEMARLE ST AT 45TH ST NW
906851-10151,46TH ST & GRANT ST NE
906410-2470,CONNECTICUT AVE NW @ BANCROFT PL NW
911095-13759,M @ NEW JERSEY AVE SE
65275-8314,1400 C ST NE
911695-3033,26TH & I STREET NE
304858-3559,5100 A ST SE
150184-5853,1900 4TH ST NE
810478-8980,4900 SOUTH DAKOTA AVE NE
810506-9000,600 FIRST ST NE
900299-13272,42ND ST NW @ DAVIS PL NW
814068-12121,1700 9TH ST NW
901320-1788,BLK 35TH ST & R ST NW
225947-11675,2200 P ST NW
259886-2896,5600 UTAH AVE NW
906091-5792,13TH ST NW @ COLUMBIA RD NW
901578-2364,LINNEAN AVE NW @ ALBEMARLE ST NW
301360-13761,2720 MARTIN LUTHER KING JR AVE SE
238713-3935,600 F ST NW
902750-2151,SPRING RD AT RCK CRK CHURCH RD NW
903355-2934,EASTERN AVE AT NORTHGATE RD NW
803003-2494,7700 BLAIR RD NW
7497-6853,5600 SOUTHERN AVE SE
906956-4223,W/B MILITARY RD @ OREGON AVE NW
300436-3334,1627 I ST NW
809422-8058,2300 BLK PENNSYLVANIA AVE NW
902658-2004,1ST ST NE @ M ST NE
29602-9109,3900 4TH ST SE
907452-5952,15TH AND F ST NE
284780-3716,3700 14TH ST NW
807762-6656,200 V ST NW
61164-4353,1528 MONTANA AVE NE FRONT N/B
902032-1006,S/B 26 & M ST NW
72416-12139,12 EVARTS ST NE
904605-4227,1ST AND L ST SE
243206-132,25 E ST NW
62530-11294,1500 18TH ST SE
240257-6436,1010 VERMONT AVE NW
815465-13528,1900 BLK FREDERICK DOUGLASS CT SE
900393-758,39TH & ALBEMARLE ST NW
251738-727,5115 GEORGIA AVE NW
226362-10163,1900 15TH ST N/B NW
810890-9336,1319 RHODE ISLAND AVE NW
906027-11595,LINCOLN RD NE @ S ST NE
903841-3588,GEORGIA AVE AT WEBSTER ST NW
809506-8129,100 49TH ST SE
239814-10429,900 9TH ST NW
307544-12740,1812 HAMLIN ST NE
237137-4421,46 K ST NW
285822-874,1100 NEW JERSEY AVE SE
900064-13089,SOUTH DAKOTA AVE NE @ V ST NE
905714-1066,KANSAS AVE NE @ CHILLUM PL NE
900006-305,22ND AT EAST CAPITOL ST
278190-3948,2600 WADE RD SE
900934-193,E ST @ BENNING RD SE
911310-11112,FIRST ST & BRANDYWINE ST SE
285552-5688,441 4TH ST NW
910934-2899,PINEY BRANCH RD & WHITTIER ST NW
806909-5927,900 TAYLOR ST NE
277009-11365,1335 WISCONSIN AVE NW
904988-5839,H ST NW @ 20TH ST NW
814115-12162,1400 JEFFERSON DR SW
904968-1057,RANDOLPH ST NW @ GEORGIA AVE NW
15425-8535,500-600 G ST W/B NE
901634-1859,28TH ST AND JASPER ST SE
812781-10985,2400 FIRTH STERLING AVE SE
243311-,1666 K ST NW
239509-209,1942 9TH ST NW
811874-10184,1300 GALLAUDET ST NE
286776-5060,2300 BLK HARTFORD ST SE
804164-3592,1500 BLK INDEPENDENCE AVE SW
815119-13036,1500 EUCLID ST NW
293-8496,700 K ST NE
904126-678,4TH & INDEPENDENCE AVE SE
904705-649,VARNUM ST NW @ ROCK CREEK CHURCH R*
905928-627,12TH PLACE & CONSTITUTION AVE NE
40415-11972,3107 18TH ST NE
805466-4691,2200 WASHINGTON CIR NW
806751-14634,600 49TH ST NE
910055-14203,CHAMPLAIN ST NW @ OLD MORGAN SCHOO*
900583-3258,W ST SE @ 13TH ST SE
813106-11269,E/B 2500 STANTON RD SE
907058-276,UPSHUR ST NW @ 3RD ST NW
28348-8595,400 SOUTHERN AVE SE
901344-2416,NEW HAMPSHIRE AVE NE @ PEABODY ST *
809472-8104,1400 GIRARD ST NW
907699-2428,15TH AND G ST NE
273949-2540,W/B 2445 M ST NW
801676-1391,4500 BLK GEORGIA AVE NW
809728-8306,3000 BLK MACOMB ST NW
903627-1847,MILITARY @ 27TH ST NW
901647-3495,HUNT PL & MINNESOTA AVE NE
284395-7692,2461 WISCONSIN AVE NW
278512-3152,4525 BENNING RD SE
242252-5557,1600 15TH ST NW
233558-8039,3200 16TH ST NW
807245-6211,6900 16TH ST NW
274875-4964,1200 POTOMAC ST NW
901675-575,17TH ST @ MINN AVE SE
151154-1815,800 NORTH CAROLINA AVE SE
908000-6858,16TH ST & EASTERN AVE NW
307368-10395,5400 FIRST ST NW
902955-2453,51ST @ C ST N/B SE
903002-2540,M ST NW @ 24TH ST NW
906666-672,S ST SE @ 18TH ST SE
803083-2513,2400 BLADENSBURG RD NE
910799-11351,N/B 15TH ST @ MADISON DR NW
904658-9086,SOUTHERN AVE SE @ FITCH ST SE
905916-2478,NEW HAMPSHIRE AVE NW @ GALLATIN ST*
309334-9935,1800 L ST NW
240950-8049,N/B 600 20 ST NW
803337-2825,1800 PENN AVE NW
900002-3451,12TH & K ST NW
274045-7491,2475 VIRGINIA AVE NW SIDE E/B
237155-1413,500 NORTH CAPITOL ST NW
903431-1097,COLUMBIA RD NW @ KALORAMA RD NW
901697-595,P ST NW @ 29TH ST NW
905725-2029,S/B 16TH ST @ KENNEDY PL NW
811368-9743,4500 SHERIFF RD NE
808660-7420,200 2ND ST SW
235603-,2427 18TH ST NW
904847-4561,CONNECTICUT AVE NW @ SEDGWICK ST NW
800007-8,1400 12TH ST NW
38205-8172,3222 4TH ST SE
145731-4132,514 RIDGE ROAD SE
900249-2508,7TH & LAWRENCE ST NE
300372-12569,3416 GA AVE NW
69806-5997,1243 GOOD HOPE RD SE
225435-3684,2000 16TH ST NW
809723-8301,5400 SOUTH DAKOTA AVE NE
801425-1048,4400 NEWARK ST NW
219446-7616,2700 BRANDYWINE ST NW
903561-3422,DIX ST @ 44TH ST NE
902749-2151,9TH ST AT ROCK CREEK CHURCH RD NW
284899-2356,4400 49TH ST NW
232289-12158,2016 GEORGIA AVE NW
227137-6041,24 SEATON PL NW
302627-8343,1600 M ST NW
311481-14462,1300 4TH ST SE
277432-3196,4600 BLK KENMORE DR NW
302713-,1369 IRVING ST NW
804440-3830,1520 MASSACHUSETTS AVE NW
296175-10105,5100 SOUTHERN AVE SE
911012-304,23RD @ I ST NW
150208-12072,1920 SAVANNAH ST SE
900698-1728,K ST NW @ THOMAS JEFFERSON ST
902547-1828,WATERSIDE DR NW @ BELMONT RD NW
808514-7286,5600 7TH ST NW
807688-6599,1200 KALMIA RD E/B NW
11751-5631,5200 C ST SE
807294-6255,500 15 ST NW
901913-7796,NEW JERSEY AVE & M ST SE
814983-6364,3RD ST TUNNEL NW N/B BY MA AVE
901811-1437,ALEXANDER HAMILTON PL @ 15TH ST NW
804032-5134,DC295 NE .1MILE S/O EASTERN AVE S/B
277954-,1400 BLK S CAPITOL ST SE N/B
815777-13794,1400 BLK S CAPITOL ST SW S/B
42549-14551,3000 BLK PENNSYLVANIA AVE SE NW/B
903628-3544,SOUTH DAKOTA & GALLATIN ST NE
905593-7358,OBSERVATORY CIR NW @ MASSACHUSETTS*
222231-2593,3900 WISC AVE NW
307172-14208,1150 4TH ST SW
802253-1870,2500 BLK N CAPITOL ST NE N/B
802401-1934,500 MELLON ST SE
15465-3014,5000 BLAINE ST NE
150388-12107,2400 BLK 18TH ST NE S/B
285907-11220,1200 BLK 1ST ST SE
907862-1650,MARYLAND AVE SW @ 7TH ST SW
809806-8380,1200 D ST SE
53891-,1918 GOOD HOPE RD SE
902569-1855,17TH & MARYLAND AVE NE
905879-107,13 ST & CONGRESS ST SE
241799-12754,1147 CT AVE NW
904161-2123,MOUNT OLIVET RD NE @ MONTELLO AVE *
800538-460,4400 BLK CLERMONT DR NE S/B
908318-9354,SOUTHERN AVE SE @ NAYLOR RD SE
905820-9748,NEWARK & 39 ST NW
901658-557,3RD ST AT OGLETHORPE ST NE
810651-5435,3RD ST TUNNEL NW S/B @ 3RD ST (WZ)
5821-11535,600 GALVESTON ST SE
48160-2250,2341 PENNSYLVANIA AVE SE
284435-6427,2610 CONNETICUT AVE NW
232298-11843,916 EUCLID ST NW
815063-12987,400 11TH ST NW
277936-7633,1310 SOUTHERN AVE SE
904985-3717,TENNESSEE AVE NE @ EAST CAPITOL ST*
904162-6189,MOUNT OLIVET RD NE @ TRINIDAD AVE *
49021-9459,2303 MLK JR AVE SE
810510-9003,5260 LOUGHBORO RD NW SIDE INSIDE
902243-1185,WARDER ST NW @ LAMONT ST NW
803669-3287,500 RHODE ISLAND AVE NW
800381-323,700 56 ST NE
903689-3631,BLAIR RD & MADISON ST NE
902382-1575,EADS & 42ND ST NE
810876-9323,2500 GOOD HOPE RD SE
812404-10652,1800 MISSISSIPPI AVE SE
288155-9879,4300 SOUTH DAKOTA AVE NE
15471-8414,5000 EASTERN AVE NE
303528-7257,400 M ST SE
906560-191,3RD ST NE @ QUACKENBOS ST NE
228609-3026,700 OTIS PL NW
906113-4308,ILLINOIS AVE NW @ 4TH ST NW
287751-10176,3200 PENNSYLVANIA AVE SE
810474-8977,5100 WESTERN AVE NW
806113-5246,4600 BLK NEBRASKA AVE NW SW/B
262638-1497,3600 MASSACHUSETTS AVE NW
812909-11098,N/B 2600 QUEENS CHAPEL RD NE
262484-12911,3200 MILITARY RD NW
43091-11633,2924 MARTIN L KING JR AVE SE
277760-9862,1900 HALF ST SW
913902-14658,NEW YORK AVE NE @ MOUNT OLIVET RD *
904238-7117,37TH ST & RIDGE RD SE
902717-13218,BLAINE ST @ BENNING RD E/B NE
305100-12817,4000 RENO RD NW
286346-1991,1614 GALEN ST SE
278308-2743,3023 MARTIN LUTHER KING JR AVE SE
809659-8250,1150 WEST VIRGINIA AVE NE
810625-9105,600 UPSHUR ST NW
236056-13159,2800 ONTARIO RD NW
284422-6427,2602 CONNETICUT AVE NW
62535-3227,1500 41ST ST SE
46989-10686,2435 25TH ST SE
46529-11769,2504 22ND ST NE
907008-1757,TRINIDAD AVE NE @ NEAL ST NE
901206-463,LOUISIANA AVE & D ST NW
307272-7950,1000 FIRST ST NE
42709-9107,300 8 ST NE
905829-1445,PENN AVE & FT DAVIS ST SE
278318-4153,3041 NAYLOR ROAD SE
903205-2721,6TH ST SE @ NORTH CAROLINA AVE SE
239351-3920,1000 M ST NW
906546-2188,L ST NE @ 17TH ST NE
806806-5840,4300 12TH ST NE
802888-2371,6000 16TH ST NW
901461-1640,10TH ST NE @ G ST NE
15785-4946,4936 MINNESOTA AVE NE
244490-5175,15 ROCK CREEK CHURCH RD NW
284312-5695,2233 WISCONSIN AVE NW
906425-6938,GERANIUM ST NW @ 12TH ST NW
806183-5308,800 QUINCY ST W/B NW
812476-10722,500 42ND ST NE
800331-280,1900 19TH ST NW
238668-11459,600 L ST NW
313193-9986,2700 GOOD HOPE RD SE
900486-1489,BLADENSBURG RD NE @ LANG PL NE
801649-1553,2100 24TH PL NE
294859-6661,919 RHODE ISLAND AVE NE
301059-6720,800 CONNECTICUT AVE NW
5836-2399,600 OGLETHORPE ST NE
900854-14647,9TH ST NE @ T ST NE
17395-2526,4800 EASTERN AVE NE
802652-2029,1600 KENNEDY PL NW
907957-7431,MOUNT OLIVET RD NE @ BLADENSBURG R*
50759-3237,2200 GOOD HOPE RD SE
237016-8124,3 NEW YORK AVE NW
239443-11794,917 U ST NW
808613-7378,6000 WESTERN AVE NW
911341-2039,14TH & WALLACH PL NW
904075-4280,MONROE @ 9TH ST NE
805607-4807,4100 BLK 42ND ST NW
900867-129,13TH & EASTERN AVE NW
