addressId-street_segId,location
903349-2926,SARGENT AND CRITTENDEN ST NE
277919-,1200 SOUTH CAPITOL ST SE
810937-9376,2600 3RD ST NE
808035-6883,600 5TH ST NE
907771-5074,WASHINGTON AVE SW @ INDEPENDENCE A*
277784-10483,200 C ST SW
294834-2409,700 M ST NW
235335-6647,1801 COLUMBIA RD NW
904320-5946,1ST ST SE @ D ST SE
231471-7262,1111 COLUMBIA RD NW
808830-7561,2100 ALABAMA AVE SE
227103-4133,87 S ST NW
910869-9435,W/B HAWAII AVE AT VARNUM ST NE
815910-13864,3400 FT LINCOLN DR NE
806831-5861,1200 MONROE ST NE
906716-2756,5TH & INGRAHAM ST NW
907147-280,19TH ST & T ST NW
279519-12158,2030 GA AVE NW
905764-2444,B ST @ ANACOSTIA RD SE
902331-1350,17TH PL & ERIE ST SE
220175-12122,2900 CATHEDRAL AVE NW
811646-9994,200 4TH ST NE
904399-1202,26 ST & PA AVE NW
907360-40,52ND ST & JUST ST NE
811463-9832,2700 13TH ST NE
812074-10363,1800 E ST SE
287723-4952,3182 BLADENSBURG RD NE
812570-10807,2700 20TH ST NE
802638-2017,S/B 5500 BLAIR RD NE
807249-6215,2800 11TH ST NW
230006-81,306 RHODE ISLAND AVE NW
81650-10573,900 C ST SE
815105-13022,300 PENNSYLVANIA AVE NW
300320-4040,1201 MARYLAND AVE SW
300789-9543,3345 14TH ST NW
76165-2654,1000 UPSHUR ST NE
807713-6617,2600 EAST PL NW
251790-863,5100 8TH ST NW
804123-3554,2700 12TH ST NE
11754-4206,5200 CLAY ST NE
283961-7754,124 KENNEDY ST NW
812328-10590,1800 2ND ST SW
901745-823,TRENTON PL SE @ 19TH ST SE
903189-7336,7 & O ST NW
242366-251,1 WASHINGTON CIR NW
905019-6046,WISCONSIN AVE NW @ CATHEDRAL AVE NW
235637-13643,2300 ONTARIO RD NW
226615-12756,1420 N ST E/B NW
76104-10362,100 NORTH CAROLINA AVE SE
302645-1610,3100 DUMBARTON NW
800756-553,1900 MICHIGAN AVE NE
286131-10716,1401 MICHIGAN AVE NE
260-9835,700 7TH ST SE
911509-10009,S/B 23RD @ C ST NW
811553-9916,W/B 2000 VA AVE NW
273892-5484,900 25TH ST NW
906541-2754,K ST NE @ 10TH ST NE
302922-6941,800 MAINE AVE SW
65277-6455,1400 CONSTITUTION AVE NE
294501-9380,850 26 ST NE
903792-2921,MORRIS RD & MOUNT VIEW PL SE
903533-3389,MISSISSIPPI AVE SE @ WHEELER RD SE
802949-2426,700 14 ST NE
241084-11042,700 19TH ST NW
900759-43,26TH & SOUTH DAKOTA AVE NE
901342-924,MAINE AVE & 6 ST W/B SW
227667-8837,11 U ST NW
902992-2526,EASTERN AVE @ CRITTENDEN ST NE
905759-27,C ST NE @ 8TH ST NE
272360-1706,1333 28TH ST NW
230028-10565,1800 2ND ST NW
813538-11654,6400 16TH ST NW
242568-10353,1741 CONNECTICUT AVE NW
78854-1292,750 FIRST ST NE
265181-484,5600 39TH ST NW
238252-11414,200 P ST NW
240809-7819,1211 U ST NW
811154-9553,3200 SHERMAN AVE NW
902103-2693,MACARTHUR BLVD & W ST NW
254407-5276,5619 9TH ST REAR OF NW
902692-2058,W/B BENNING RD @ ANACOSTIA AVE NE
238478-2762,626 S ST NW
286571-5722,200 BLK 37TH PL SE
272230-4151,1236 36TH STREET NW
277964-3348,1717 ALABAMA AVE SE
276680-10366,600 WATER ST SW
902929-566,12TH & E ST SE
291723-9179,725 17TH ST NW
813608-11716,62 8TH ST NE
152115-2022,4800 BLK ALABAMA AVE SE
906365-2307,ECKINGTON PL NE @ HARRY THOMAS WAY*
231424-4118,3004 11TH ST NW
236107-4004,2900 18 ST NW
815441-13494,3100 STANTON RD SE
807723-6624,1100 BLK 5TH ST NW
268250-12373,3700 NEBRASKA AVE NW
278153-3576,2400 SHANNON PL SE
285964-12819,1233 BRENTWOOD RD NE
807680-6591,3300 34 ST NW
903691-523,6TH ST NW @ BRYANT ST NW
901432-1328,R ST NE @ 1ST ST NE
900428-1420,NORTON AND MACARTHUR BLVD NW
807461-6401,2600 FRANKLIN ST NE
233017-4975,752 MORTON ST NW
908190-12239,TUNLAW RD NW @ 42ND ST NW
240937-1681,1201 PENNSYLVANIA AVE NW
301204-11988,1835 WEST VIRGINIA AVE NE
15655-4291,500 FLORIDA AVE W/B NE
263392-7682,2444 39TH ST NW
906820-5213,NEW YORK AVE NW @ L ST NW
258699-1451,4500 16TH ST NW
42498-8149,300 MARYLAND AVE NE
804944-4266,2400 15TH PL SE
276030-5219,3051 IDAHO AVE NW
802124-1774,6100 BROAD BRANCH RD NW
911285-7841,FIRST & O ST NW
254270-11646,6115 GEORGIA AVE NW
904425-4727,GALLATIN ST @ KANSAS AVE NW
905033-5160,HAYES ST NE @ 42ND ST NE
278064-665,2101 MLK AVE SE
277-8701,700 EASTERN AVE NW/B NE
276977-9745,1250 WISCONSIN AVE NW
813493-11613,4800 WESTERN AVE NW
804168-3595,1300 WEST VIRGINIA AVE S/B NE
801004-846,4700 YUMA ST NW
902747-2148,E/B GARRISON ST @ 34 ST NW
223979-11082,3900 BLK CATHEDRAL AVE NW NW/B
908168-4946,EASTERN AVE & MINNESOTA AVE NE
804642-3999,100 S ST SW
803286-2780,500 55TH ST NE
907965-2307,HARRY THOMAS WAY NE @ R ST NE
905227-4548,14TH & HAMILTON ST NW
903507-2206,R ST NE @ HARRY THOMAS WAY NE
808335-7142,3300 10TH ST NE
35241-8654,3400 10TH ST NE
808201-7025,1500 IRVING ST NW
805714-4898,4900 NEBRASKA AVE NW
813885-11958,1600 Q ST SE
808082-6924,300 6TH ST NW
905425-7096,30TH ST NE @ FRANKLIN ST NE
904759-2558,JENIFER ST AT 39TH ST NW
800536-458,3500 AMES ST NE
243482-10521,5754 COLORADO AVE NW
284067-3188,1700 EUCLID ST NW
812609-10837,500 58 ST NE
145778-7810,3900 SOUTHERN AVE
907208-12042,NORTHAMPTON ST AND NEVADA AVE NW
900574-526,S ST NW @ NEW HAMPSHIRE AVE NW
906587-53,FLORIDA AVE NW @ 10TH ST NW
807800-6688,1500 MONROE ST NE
903762-3347,BUTTERNUT ST NW @ 8TH ST NW
279873-4253,641 INDIANA AVE NW
902876-2327,RIGGS ST AT 14TH ST NW
902818-2227,ALBEMARLE ST NW @ 40TH ST NW
285561-12836,813 7TH ST NW
903293-2833,DAHLIA ST NW @ 7TH ST NW
242312-3947,1515 RHODE ISLAND AVE NW
806349-5459,4500 BLAINE ST NE
286124-3039,1400 BLK MARYLAND AVE NE
800874-655,900 WESTMINSTER ST NW
5808-11201,600 D ST SE
149983-14603,1402 H ST NE
807971-6828,200 NEW JERSEY AVE SE
239365-985,1000 MASSACHUSETTS AVE NW
76071-1456,100 15TH ST SE
26756-7632,411 56TH ST NE
155922-13180,1601 16 ST SE
804931-4253,600 INDIANA AVE NW
224002-3048,3300 BLK NEBRASKA AVE E/B NW
291553-10916,3900 RESERVOIR RD NW
228085-5512,50 BRYANT ST NW
801534-1139,3600 GARFIELD ST E/B NW
910049-14200,CHAMPLAIN ST NW @ FLORIDA AVE NW
312958-8837,14 U ST NW
900947-205,28TH ST NE @ EVARTS ST NE
803686-3303,4300 SHERIFF RD NE
800873-654,2500 42ND ST NW
803576-3072,200 BLK 19TH ST SE N/B
810911-9354,N/B 3000 SOUTHERN AVE SE
808558-7324,2500 BLK 30TH ST NE
911287-14185,HALF & L ST SW
20633-10130,4501 BENNING RD NE
243255-10495,700 11 ST NW
808143-6977,1800 16TH ST NW
273846-13142,1077 31ST ST NW
810367-8886,3000 13TH ST NW
249062-9090,400 WHITTIER ST NW
218125-6411,2305 MASS AVE NW
803565-3060,1800 KALORAMA RD NW
906814-7744,M ST NW @ THOMAS JEFFERSON ST NW
809574-8184,2100 FRANKLIN ST NE
900074-1761,NEW HAMPSHIRE AVE NE @ LONGFELLOW *
43680-7912,2901 NORTH CAPITOL ST NE
278363-9904,3240 PENN AVE SE
53989-5670,1921 BUNKERHILL RD NE
906138-1317,38TH ST AT WARREN ST NW
901858-783,32ND & BANGOR ST SE
905719-7998,PENNSYLVANIA AVE & TEXAS AVE SE
55416-11236,1818 NEW YORK AVE NE
802959-2457,3300 NEW HAMPSHIRE AVE NW
902363-861,4TH ST & VALLEY AVE SE
902135-4053,FIRST ST @ SEATON PL NW
906562-3688,HAWAII AVE NE @ CLERMONT DR NE
901291-1542,8TH ST NW @ E ST NW
900405-1368,Q ST NW @ 5TH ST NW
803336-2824,1600 VARNUM ST NW
806315-5429,100 53RD ST SE
813221-11363,5038 CALL PL SE
903675-3614,6TH ST NW @ P ST NW
907933-6720,I ST AT CONN AVE NW
40676-12376,3100 13TH ST NE
906503-8232,STANTON RD SE @ BRUCE PL SE
900005-1912,SOUTH CAPITOL & K ST SW
294579-2939,3520 INTERNATIONAL CT NW
234803-13168,1515 OGDEN ST NW
814401-12409,1600 BRANCH AVE SE
279938-11019,800 21 ST NW
905739-3070,IRVING & HOBART ST NW
902915-2392,35TH ST NW @ PROSPECT ST NW
289044-12903,900 MICHIGAN AVE NE
33089-8610,3600 SOUTHERN AVE SE
808332-7139,300 BUTTERNUT ST NW
808982-7693,600 D ST NE
284282-8609,2213 14TH ST NW
908015-877,S/B BEACH DR @ BINGHAM DR NW
808299-7108,600 P ST NW
902603-1894,NEW JERSEY AVE AT K ST SE
805149-4430,1600 D ST SE
900055-6411,MASSACHUSETTS AVE NW @ R ST NW
28045-15360,4013 MINNESOTA AVE NE
801976-1583,4215 WISCONSIN AVE NW
150581-12637,3000 12TH ST NE
81391-10489,845 19TH ST NE
908245-9486,BELT RD @ CHESAPEAKE ST NW
805195-4459,1000 45TH ST NE
218676-10335,555 NEW JERSEY AVE NW
907987-5113,HUNT PL NE @ NANNIE HELEN BURROUGH*
803711-3321,200 R ST NE
148729-10998,219 50TH ST NE
22254-2138,4406 GAULT PL NE
904937-5737,27TH & MINN AVE SE
811570-9929,3319 WISCONSIN AVE NW
901295-1320,12TH & G ST SE
802224-2967,700 GIRARD ST NW
60551-5166,1600 MONROE ST NE
241296-631,1225 19 ST NW
810596-9075,1400 IRVING ST NE
80041-551,810 MASS AVE NE
808571-7336,1341 7 ST NW
242553-4661,900 19TH ST NW
800466-393,4200 39TH ST NW
76123-8125,1000 9TH ST NE
230328-2788,1300 SPRING RD NW
264365-11456,5000 BLK NEBRASKA AVE NW
294475-9650,300 BRYANT ST NW
913905-7841,N CAPITOL ST @ O ST NW
901239-1981,FRANKLIN ST NE @ 20TH ST NE
289241-11236,1801 NEW YORK AVE NE
807074-6061,1300 D ST SE
903037-3478,10TH & L ST NW
259545-4888,6100 BLAIR RD NW
303419-4420,1500 19TH ST NW
801540-1145,1459 F ST NW
906406-3176,YUMA AT 43RD ST NW
150291-10998,214 50TH ST NE
290742-11594,400 ATLANTIC ST SE
906734-2745,GEORGIA AVE NW @ UNDERWOOD ST NW
805218-4478,2500 BLK 28TH ST NE
811901-10208,E/B 1738 MASS AVE NW
237207-3485,412 FLORIDA AVE NW
284673-3262,S/B 3416 CONNECTICUT AVE NW
904323-5955,BUCHANAN ST NW @ 9TH ST NW
805774-4945,2700 ALABAMA AVE SE
903291-2829,DECATUR ST NW @ 4TH ST NW
806058-5200,1700 FOXHALL RD NW
901911-873,4TH & N ST SW
22543-8830,4401 8TH ST NE
903672-3612,FOXHALL RD NW @ GARFIELD ST NW
809780-8355,600 3RD ST NE
238456-77,600 T ST NW
276539-7225,1400 CANAL ST SW
78561-3574,740 BARNABY ST SE
226361-2917,1900 BILTMORE ST NW
810360-8879,900 G ST SE
900245-2529,O ST NW @ 3RD ST NW
238511-5617,600 R ST NW
907899-11364,W/B CLARA BARTON PKWY & CHAIN BR NW
155904-8514,100 XENIA ST SE
804738-4085,300 UPSHUR ST NW
902504-1746,1ST ST NW @ M ST NW
805496-4716,6700 14TH ST NW
805593-4795,2000 16 ST SE
911277-1252,GEORGIA AND TUCKERMAN ST NW
807150-6126,200 M ST NE
53864-5500,1924 MARTIN LUTHER KING JR AVE SE
809741-8319,1200 OTIS ST NE
28385-4909,4000 PENNSYLVANIA AVE SE
14912-1793,5020 SHERIFF RD NE
802516-2221,1600 EUCLID ST NW
802745-2125,3400 M ST NW
82601-6261,922 RIDGE RD SE
814162-12203,1500 4TH ST NW
902156-1090,4TH & JEFFERSON DR SW
905607-7401,30TH ST NE @ EVARTS ST NE
5834-737,600 NICHOLSON ST NE
801322-1292,800 1ST ST NE
806453-5544,800 27 ST NW
911085-3224,37TH & N ST NW
809159-7839,1200 V ST SE
260126-7846,6000 NEBRASKA AVE NW
802590-1974,300 R ST NW
241041-5257,1900 R ST NW
903388-2986,21ST & O ST NW
284943-9363,4600 MACARTHUR BLVD S/B NW
301506-6101,2403 OBSERVATORY PL NW
312846-8505,900 MAINE AVE SW
274812-4350,3030 K ST NW
223053-1028,3100 CLEVELAND AVE NW
902848-2293,12TH ST NE @ IRVING ST NE
300072-12913,1211 13TH ST NW
238694-6734,623 H ST NW
1595-5003,6500 EASTERN AVE NE
904889-500,49TH & CHESAPEAKE ST NW
901903-865,RIDGE RD @ ANACOSTIA RD SE
901563-469,59TH & CLAY ST NE
286777-292,2300 NEW YORK AVE NE
274568-135,3429 M STREET NW
808086-6928,4900 FITCH PL NE
901374-499,CHESAPEAKE ST AT BELT RD NW
70390-7829,1231 NEW YORK AVE NE
903274-1187,RHODE ISLAND AVE NE @ MILLS AVE NE
810562-9044,7200 BLAIR RD NW
906539-6407,18TH ST & CALIFORNIA ST NW
21153-12289,4443 BENNING RD NE
236466-2997,3124 MOUNT PLEASANT ST NW
800490-415,1600 BLK KALORAMA RD NW
226501-10462,1851 COLUMBIA RD NW
20713-11311,4504 NANNIE HELEN BURROUGHS AVE NE
808109-6948,3900 BLK ALBEMARLE ST NW
802046-1645,500 BLK JEFFERSON DR SW
900000-1274,VIRGINIA AVE NW @ 22ND ST NW
905348-6988,IOWA AVE AT ALLISON ST NW
808227-7046,400 K ST SE
900585-3262,S/B CONN @ ORDWAY ST NW
906005-8678,FT DUPONT DR @ RANDLE CIR SE
809769-8344,1000 15TH ST N/B NW
813902-11973,7800 EASTERN AVE NW
809167-7846,5900 NEBRASKA AVE NW
300932-,1850 K ST NW FRONT W/B
259824-7541,5500 UTAH AVE NW
906674-4871,9TH ST SE @ C ST SE
35243-13702,3400 15TH ST SE
272296-12065,3400 O ST NW
255254-9886,4300 13TH ST NW
901631-2920,SOUTH DAKOTA & CARLTON AVE NE
805978-5126,5300 42ND ST NW
278823-4421,93 K ST NW
803858-3158,3300 BLK 15TH ST SE
258997-6775,3714 14TH ST NW
254514-953,930 LONGFELLOW ST NW
900883-146,4TH ST NW @ CEDAR ST NW
304846-13974,1325 2ND ST NE
269026-5925,5800 MACARTHUR BLVD NW
236943-5250,5 N ST NW
800899-764,5 M ST NW
808876-7599,600 MONROE ST NE
911349-5322,13TH AND LAMONT ST NW
800425-357,2300 BLK 16TH ST NW
230186-5015,3611 14TH ST NW
310430-15360,4020 MINNESOTA AVE NE
152279-1629,3500 12TH ST NE
809161-7841,5 O ST NW
804319-3725,500 SAVANNAH ST SE
907515-6571,NEW MEXICO @ NEBRASKA AVE NW
254165-9536,6323 GA AVE NW
811707-10041,200 BLK 62ND NE
229522-10152,2301 GEORGIA AVE NW
62560-11375,1500 MONTELLO AVE NE
904639-4187,RESERVOIR RD NW @ 39TH ST NW
307570-4323,1055 5TH ST NW
901431-1327,ROCKWOOD PKY NW @ OVERLOOK RD NW
903778-4229,FRANKLIN ST NE @ SOUTH DAKOTA AVE *
4584-6650,613 4TH ST SW
804173-3600,3100 PARK PL NW
814625-12607,2200 BLK BUNKER HILL RD NE
284929-11453,4500 Q ST NW
68779-5924,1300 S CAROLINA AVE SE
302090-1543,3506 GEORGIA AVE NW
234399-763,3200 14TH ST NW
809539-8154,5396 BLAINE ST NE
43643-,2900 V ST NE
906812-12735,17TH ST NW @ BLAGDEN TER NW
301588-10438,301 C ST NW
809658-8249,1300 ASPEN ST NW
902188-1121,N ST NW @ 34TH ST NW
45389-2835,2700 33RD ST SE
296061-4647,1200 MISSISSIPPI AVE SE
290740-764,4 M ST NW
903243-2777,4TH & EDGEWOOD ST NE
805571-4779,4000 3RD ST SE
904757-5328,SEATON PL & 2ND ST NE
901005-4978,EAST CAPITOL ST @ 58TH ST SE
904577-5015,14 ST & PERRY PL NW
800780-574,200 14TH ST SW
802786-2282,4600 TEXAS AVE SE
906815-985,10TH & MASS AVE NW
811094-9512,500 BUCHANAN ST NW
907199-49,WILTBERGER ST NW @ S ST NW
236760-4999,60 FLORIDA AVE NW
815186-13100,200 GALLATIN ST W/B NW
800494-419,6200 BLK PINEY BRANCH RD NW
294567-14147,3401 4TH STREET SE
814990-12924,4129 SOUTHERN AVE SE
5803-5710,600 BRANDYWINE ST SE
225395-1804,1329 14 ST NW
904116-4357,10TH AT PENNSYLVANIA AVE SE
902657-2002,PINEY BRANCH RD NW @ BLAIR RD NW
277239-9473,3059 Q ST NW
902713-2089,4TH ST NW @ HOWARD PL NW
806931-5946,54 D ST SE
900673-1152,GRANT & MINNESOTA AVE NE
308939-,3548 EAST CAPITOL ST NE
902142-1076,ADAMS ST NE @ 18TH PL NE
307896-4677,300 14 ST SW
908024-8916,PRINCETON PL NW @ NEW HAMPSHIRE AV*
905939-3204,11TH PL AT CONGRESS ST SE
809850-8415,100 D ST NW
15642-1107,500 BRANDYWINE ST SE
906653-1540,4TH & INGRAHAM ST NW
809105-7795,1400 4TH ST NE
294613-1516,5800 8TH ST NW
912708-13233,S/B 295 @ MLK AVE SE
902206-1147,SB CONNECTICUT @ LEGATION ST NW
810038-8587,5900 EASTERN AVE NE
803884-3178,1000 KEARNEY ST NE
226585-12258,1949 CALVERT ST NW
808623-7387,3500 M ST NW
802125-1775,515 F ST NW
802734-2115,1100 20 ST NW
288735-7962,5900 FOOTE ST
150700-12922,3400 13TH ST SE
811683-10017,200 15TH ST NE
800109-92,500 4TH ST NW
912865-2251,395 @ 12TH ST N/B SW
234112-951,3500 16 ST NW
800867-649,100 VARNUM ST NW
290647-10571,2371 11TH ST NW
901766-2044,32 AND ERIE ST SE
301206-4255,4900 BATES RD NE
65385-8514,139 XENIA ST SE
806865-5890,3100 RHODE ISLAND AVE NE
7836-11842,5525 BASS PL SE
809940-8498,1600 ARGONNE NW
904588-5042,5 & L ST SE
905464-2534,38TH ST AT NEWARK ST NW
804030-3422,300 44 ST NE
812330-10592,4300 H ST SE
234182-13234,2325 15TH ST NW
79535-7546,800 20TH ST NE
904380-4628,FULTON ST NW @ WISCONSIN AVE NW
243326-9499,2000 S ST NW
279-13070,700 F ST NE
246235-9167,5610 KANSAS AVE NW
60538-9987,1600 F ST NE
907974-12847,M L K JR AVE @ SUMNER ROAD SE
901962-926,19TH ST NE @ CONSTITUTION AVE NE
306492-4091,901 K ST W/B NW
802339-2623,W/B 300 MICHIGAN AVE NE
293241-6200,3825 WISCONSIN AVE NW
239716-4690,1318 9TH ST NW
910970-57,7TH & I ST S/B SW
245519-7837,20 TUCKERMAN ST NW
904885-5636,1ST ST AND R ST SW
302001-1145,1400 F ST NW
807174-6151,3700 FESSENDEN ST NW
802123-1773,1400 Q ST NW
284279-5695,2209 WISCONSIN AVE NW
903988-4083,16TH ST NW @ KENNEDY ST NW
278889-12679,1150 22ND ST NW
811441-9812,5400 HUNT PL NE
51619-1443,2111 16TH ST SE
276927-3252,3000 P ST NW
805976-5124,2000 2ND ST SW
262931-9547,3300 MILITARY RD NW
903351-2928,41ST ST AT ELLICOTT ST NW
286617-10624,2100 W VIRGINIA AVE NE
907490-245,CHESAPEAKE ST AT 8TH ST SE
308921-3321,241 R ST NE
813305-11443,700 D ST NW
291539-11721,3700 RESERVOIR RD NW
900833-99,14 & MASS AVE SE
71083-4827,122 TUCKERMAN ST NE
810979-9412,4400 G ST SE
59732-10503,1616 MICHIGAN AVE NE
241920-11125,1900 16TH ST NW
289028-12604,860 SOUTHERN AVE SE
900508-6109,F ST NW @ 12TH ST NW
807012-6009,600 K ST NE
303730-4000,1350 POTOMAC AVE SE
801124-949,4700 KANSAS AVE NW
234203-11457,2445 15TH ST NW
68973-6177,1300 BARNABY TER SE
904139-832,17TH & MONROE ST NE
241271-7809,1823 M ST NW
284300-2176,2225 GEORGIA AVE NW
904324-5955,CRITTENDEN ST NW @ 9TH ST NW
814660-12639,2600 PENNSYLVANIA AVE SE
25724-2283,4200 13TH ST NE
906656-6484,N/B 30TH ST AT Q ST NW
310900-10402,1100 23 ST NW
907125-35,MONTELLO & MORSE ST NE
904597-1237,7 & TAYLOR ST NW
277852-13258,300 7TH ST SW
258287-11316,3900 16TH ST NW
242053-7828,2000 BLK 15TH ST NW
801962-1569,600 19TH ST NE
806020-5167,2200 4TH ST NW
234933-5739,S/B 2200 DECATUR PL NW
902353-1524,23RD & G ST NW
900072-343,PARK RD NW @ 17TH ST NW
913891-12818,CONNECTICUT AVE NW @ 20TH ST NW
903397-453,FLORIDA AVE NE @ 14TH ST NE
150114-7587,1700 BLK 17TH ST SE
911687-10468,MISSISSIPPI AVE & STANTON RD SE
903677-3616,14TH ST NW @ CHURCH ST NW
903035-3476,4TH & SAVANNAH ST SE
800946-796,500 4TH ST NE
904028-4151,36TH & PROSPECT ST NW
300686-11236,2205 NEW YORK AVE NE
252272-12777,800 CRITTENDEN ST NW
800883-753,400 33 ST SE
811650-9997,2200 INDEPENDENCE AVE SE
296031-12034,1159 1ST TERRACE NW
900889-151,51ST ST SE @ QUEENS STROLL PL SE
807847-6726,1500 S ST NW
900916-173,VERMONT AVE NW @ THOMAS CIR NW
805647-4842,50 3RD STREET NW
905579-3127,14TH AND C ST SE
800363-306,1500 RAUM ST NE
74404-11823,1101 MARYLAND AVE NE
901552-561,VALLEY AVE AT WHEELER RD SE
810721-9187,700 3RD ST NE
220960-4175,3522 CONN AVE NW
253891-6895,6805 GEORGIA AVE NW
242206-6385,1810 15TH ST NW
60565-7964,1600 W ST NE
913596-,BANK ALLEY @ M ST NW
278853-1504,1111 18TH ST NW
276614-7527,400 MARYLAND AVE SW
903712-3671,S/B 3RD @ JEFFERSON DR SW
904817-1262,WARREN ST AT 40TH ST NW
252776-1179,4739 13TH ST NW
812346-10602,5200 BLK ROCK CREEK CHURCH RD NE
275894-9826,1810 WISCONSIN AVE NW
289831-765,2500 POMEROY RD SE
901278-1266,GOOD HOPE RD & 14TH ST SE
150350-9762,2304 GREEN ST SE
900834-99,14TH AND INDEPENDENCE AVE SE
810531-9017,3600 SUITLAND RD SE
811477-9846,1300 L ST SE
76075-9680,100 36TH ST NE
811591-9951,500 COLUMBIA RD NW
224741-9756,2141 WISCONSIN AVE NW
218150-2997,3102 MT PLEASANT ST NW
811837-10151,4400 GRANT ST NE
242843-8245,1300 BLK N ST NW
904870-5607,DALECARLIA PKY NW @ WESTMORELAND C*
905825-3906,NEW HAMPSHIRE & R ST NW
804863-4196,3680 GEORGIA AVE NW
905471-6136,6TH ST NW @ Q ST NW
816255-14390,1800 CALVERT ST NW
901453-1632,MARYLAND AVE AT 12TH ST NE
907093-3742,54TH @ BLAINE ST NE
904379-1488,FULTON ST NW @ 36TH PL NW
62329-13806,1505 SOUTH CAPITOL ST SW
907938-7549,7TH & E ST SW
228453-12661,625 QUEBEC PL NW
271256-868,2601 FOXHALL RD
814462-12463,4800 QUARLES ST NE
236285-6309,1669 COLUMBIA RD NW
808638-7400,400 L ST NW
53186-2628,2003 BLADENSBURG RD NE
809353-7997,300 K ST NE
278516-959,4559 BENNING RD SE
813243-11383,2700 ORDWAY ST NW
814893-12839,4400 FORT DR NW
145528-4142,12 GALVESTON ST SW
288958-12561,800 3 ST NE
906296-1906,2ND AND CHANNING ST NE
906594-4317,14 & E ST SE
45129-4782,2728 MINNESOTA AVE SE
263884-12654,6000 NEVADA AVE NW
302034-3449,2021 14TH STREET NW
155242-8453,1300 BLK NORTH CAROLINA AVE NE
230271-1562,3600 13 ST NW
155754-5070,1365 CONGRESS ST SE
284904-13164,4411 CONNECTICUT AVE NW
309416-11768,800 22ND ST NW
902083-1061,BUCHANAN ST NE @ NORTH CAPITOL ST *
235591-,2463 18TH ST N/B NW
289186-12316,404 S CAPITOL ST SE
901319-1822,RESERVOIR RD NW @ 35TH ST NW
806809-5843,100 51ST ST SE
906513-2569,19TH ST NE @ C ST NE
806470-5559,300 15TH ST NE
29537-4352,3906 EAST CAPITOL ST NE
81586-1292,888 1ST ST NE
76046-11775,10 E STREET SE
237667-9104,1542 3RD ST NW
901353-2426,MARYLAND AVE NE @ 14TH ST NE
242382-6253,1011 NEW HAMPSHIRE AVE NW
812053-10347,3000 WARDER ST NW
804066-3451,1000 12TH ST NW
301151-12804,300 E ST NW
302301-4568,4130 WISCONSIN AVE NW
903631-2095,27TH ST N/B @ R ST SE
804472-3858,6400 BLK KANSAS AVE NE NE/B
905427-2729,JEFFERSON ST NW @ 7TH ST NW
904702-5167,4TH ST & BRYANT ST NW
218751-9179,750 17 ST NW
242668-11669,2000 P ST NW
805103-4392,4600 GEORGIA AVE NW
903044-2631,44TH ST AT ELLICOTT ST NW
810514-9005,200 49TH ST NE
906748-898,NEW MEXICO AVE @ 42ND ST NW
902086-612,11TH ST & IRVING ST NW
218620-4541,2108 16 ST NW
808598-7363,400 INDEPENDENCE AVE SW
815389-13280,1200 MICHIGAN AVE NE
813569-11681,1100 N ST NW
234256-11765,2600 14TH ST NW
25739-3976,4200 DIX ST W/B NE
28170-1541,401 RHODE ISLAND AVE NE
804539-3915,1500 25TH ST SE
902888-2343,W ST NW @ KING PL NW
809587-8195,2300 FAIRLAWN AVE SE
277545-3819,100 PEABODY ST NW
902681-2031,CENTRAL & BLADENSBURG RD NE
238152-13270,1823 BELMONT RD NW REAR S/B
813908-11978,2400 17 ST NW
809330-7983,6321 EASTERN AVE NE
903674-3614,6TH ST & O ST NW
907207-3086,NEVADA AVE NW @ MCKINLEY ST NW
235704-12659,1746 COLUMBIA RD NW
801694-1409,6408 GEORGIA AVE NW
243480-7711,5720 GEORGIA AVE NW
808062-6906,500 BLK 7TH ST SW
286994-1384,2370 RAYNOLDS PL SE
284399-,2481 18TH ST NW REAR N/B
298768-1163,430 M ST SW
804652-4010,2300 Q ST NW
310409-9000,625 FIRST ST NE
906938-2623,IRVING ST & MICHIGAN AVE NE
814675-12653,300 R ST NE
231861-386,2631 13TH ST NW
239275-3230,1000 BLK S ST NW
272707-10119,2700 Q ST NW
117011-9867,3719 12TH ST NE
904488-1942,3RD & A ST SE
151638-9563,616 MALCOLM X AVE SE
906308-4981,20TH ST NE @ KEARNY ST NE
286799-1384,2304 RAYNOLDS PL SE
900141-631,19TH ST NW @ JEFFERSON PL NW
156007-10289,900 E/B FRANKLIN ST NE
299108-13583,2317 GOOD HOPE CT SE
905482-5171,16TH ST @ CHURCH ST NW
906057-1093,DIX & MINNESOTA AVE NE
805689-4873,N/B 600 11 ST NW
277576-13221,400 15TH ST SE
903123-2657,CONNECTICUT AVE NW @ JOCELYN ST NW
806226-5347,1100 7TH ST SE
285423-11713,7814 GEORGIA AVE NW
908176-6227,EAST CAPITOL & SOUTHERN AVE SE
811168-9567,N/B 4300 39TH ST NW
901524-536,S ST NW @ 11TH ST NW
913908-13000,NEW YORK AVE NE @ NORTH CAPITOL ST*
234590-5623,3502 CENTER ST NW
147073-6414,163 JOLIET ST SW
251013-3804,N/B 7300 BLAIR RD NW
79957-3676,809 CHESAPEAKE ST SE
805582-4786,1100 EATON RD SE
268352-5112,5200 SHERIER PL NW
279170-13189,1433 P ST NW
249044-2352,415 RITTENHOUSE ST NW
310821-2261,1300 TAYLOR ST NE
902953-1983,GEORGIA AVE AT DELAFIELD PL NW
